Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.Peering,peeringLocations,Microsoft.Peering/peeringLocations/read,Read PeeringLocation,Read any peeringLocations,FALSE
Microsoft.Peering,peeringServiceLocations,Microsoft.Peering/peeringServiceLocations/read,Read PeeringServiceLocations,Read any peeringServiceLocations,FALSE
Microsoft.Peering,peeringServiceProviders,Microsoft.Peering/peeringServiceProviders/read,Read PeeringServiceProviders,Read any peeringServiceProviders,FALSE
Microsoft.Peering,peeringServices,Microsoft.Peering/peeringServices/read,Read PeeringServices,Read any peeringServices,FALSE
Microsoft.Peering,peeringServices,Microsoft.Peering/peeringServices/write,Write PeeringService,Write any peeringServices,FALSE
Microsoft.Peering,peeringServices,Microsoft.Peering/peeringServices/delete,Delete PeeringServices,Delete any peeringServices,FALSE
Microsoft.Peering,peeringServices/providers/Microsoft.Insights/metricDefinitions,Microsoft.Peering/peeringServices/providers/Microsoft.Insights/metricDefinitions/read,Read peering service metric definitions,Gets the available metric definitions for peering service,FALSE
Microsoft.Peering,peeringServices/prefixes,Microsoft.Peering/peeringServices/prefixes/read,Read PeeringServicePrefixes,Read any prefixes,FALSE
Microsoft.Peering,peeringServices/prefixes,Microsoft.Peering/peeringServices/prefixes/write,Write PeeringServicePrefixes,Write any prefixes,FALSE
Microsoft.Peering,peeringServices/prefixes,Microsoft.Peering/peeringServices/prefixes/delete,Delete PeeringServicePrefixes,Delete any prefixes,FALSE
Microsoft.Peering,peerings,Microsoft.Peering/peerings/write,Write Peering,Write any peerings,FALSE
Microsoft.Peering,peerings,Microsoft.Peering/peerings/read,Read Peering,Read any peerings,FALSE
Microsoft.Peering,peerings,Microsoft.Peering/peerings/delete,Delete Peering,Delete any peerings,FALSE
Microsoft.Peering,peerings/providers/Microsoft.Insights/metricDefinitions,Microsoft.Peering/peerings/providers/Microsoft.Insights/metricDefinitions/read,Read peering metric definitions,Gets the available metric definitions for peering,FALSE
Microsoft.Peering,peerings/receivedRoutes,Microsoft.Peering/peerings/receivedRoutes/read,Read PeeringReceivedRoutes,Read any receivedRoutes,FALSE
Microsoft.Peering,peerings/registeredAsns,Microsoft.Peering/peerings/registeredAsns/read,Read RegisteredAsns,Read any registeredAsns,FALSE
Microsoft.Peering,peerings/registeredAsns,Microsoft.Peering/peerings/registeredAsns/write,Write RegisteredAsns,Write any registeredAsns,FALSE
Microsoft.Peering,peerings/registeredAsns,Microsoft.Peering/peerings/registeredAsns/delete,Delete RegisteredAsns,Delete any registeredAsns,FALSE
Microsoft.Peering,peerings/registeredPrefixes,Microsoft.Peering/peerings/registeredPrefixes/read,Read RegisteredPrefixes,Read any registeredPrefixes,FALSE
Microsoft.Peering,peerings/registeredPrefixes,Microsoft.Peering/peerings/registeredPrefixes/write,Write RegisteredPrefixes,Write any registeredPrefixes,FALSE
Microsoft.Peering,peerings/registeredPrefixes,Microsoft.Peering/peerings/registeredPrefixes/delete,Delete RegisteredPrefixes,Delete any registeredPrefixes,FALSE
Microsoft.HealthcareApis,,Microsoft.HealthcareApis/register/action,Subscription Registration Action,Subscription Registration Action,FALSE
Microsoft.HealthcareApis,,Microsoft.HealthcareApis/unregister/action,Unregisters the Resource Provider,Unregisters the subscription for the resource provider.,FALSE
Microsoft.HealthcareApis,checkNameAvailability,Microsoft.HealthcareApis/checkNameAvailability/read,Check name availability,Checks for the availability of the specified name.,FALSE
Microsoft.HealthcareApis,locations/checkNameAvailability,Microsoft.HealthcareApis/locations/checkNameAvailability/read,Check name availability,Checks for the availability of the specified name.,FALSE
Microsoft.HealthcareApis,Operations,Microsoft.HealthcareApis/Operations/read,Read,Read the operations for all resource types.,FALSE
Microsoft.HealthcareApis,workspaces/privateLinkResources,Microsoft.HealthcareApis/workspaces/privateLinkResources/read,Read,Reads Private Link resources.,FALSE
Microsoft.HealthcareApis,locations/operationresults,Microsoft.HealthcareApis/locations/operationresults/read,Read,Read the status of an asynchronous operation.,FALSE
Microsoft.HealthcareApis,services,Microsoft.HealthcareApis/services/read,Read,Reads resources.,FALSE
Microsoft.HealthcareApis,services,Microsoft.HealthcareApis/services/write,Write,Writes resources.,FALSE
Microsoft.HealthcareApis,services,Microsoft.HealthcareApis/services/delete,Delete,Deletes resources.,FALSE
Microsoft.HealthcareApis,services/providers/Microsoft.Insights/diagnosticSettings,Microsoft.HealthcareApis/services/providers/Microsoft.Insights/diagnosticSettings/read,Read Azure API for FHIR diagnostic settings,Gets the diagnostic settings for Azure API for FHIR,FALSE
Microsoft.HealthcareApis,services/providers/Microsoft.Insights/diagnosticSettings,Microsoft.HealthcareApis/services/providers/Microsoft.Insights/diagnosticSettings/write,Write Azure API for FHIR diagnostic settings,Creates or updates the diagnostic settings for Azure API for FHIR,FALSE
Microsoft.HealthcareApis,services/providers/Microsoft.Insights/logDefinitions,Microsoft.HealthcareApis/services/providers/Microsoft.Insights/logDefinitions/read,Read Azure API for FHIR log definitions,Gets the available logs for Azure API for FHIR,FALSE
Microsoft.HealthcareApis,services/providers/Microsoft.Insights/metricDefinitions,Microsoft.HealthcareApis/services/providers/Microsoft.Insights/metricDefinitions/read,Read Azure API for FHIR metrics definitions,Gets the metrics settings for Azure API for FHIR,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnectionProxies,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies/validate/action,Validate,Validate,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnectionProxies,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies/write,Write,Writes Private Endpoint Connection Proxy resources.,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnectionProxies,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies/read,Read,Reads Private Endpoint Connection Proxy resources.,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnectionProxies,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies/delete,Delete,Deletes Private Endpoint Connection Proxy resources.,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnections,Microsoft.HealthcareApis/services/privateEndpointConnections/read,Read,Reads Private Endpoint Connections resources.,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnections,Microsoft.HealthcareApis/services/privateEndpointConnections/write,Write,Writes connection status to Private Endpoint Connection.,FALSE
Microsoft.HealthcareApis,services/privateEndpointConnections,Microsoft.HealthcareApis/services/privateEndpointConnections/delete,Delete,Deletes Private Endpoint Connections.,FALSE
Microsoft.HealthcareApis,services/privateLinkResources,Microsoft.HealthcareApis/services/privateLinkResources/read,Read,Reads Private Link resources.,FALSE
Microsoft.HybridCompute,,Microsoft.HybridCompute/register/action,Register Subscription for Azure Arc for Servers,Registers the subscription for the Microsoft.HybridCompute Resource Provider,FALSE
Microsoft.HybridCompute,,Microsoft.HybridCompute/unregister/action,Unregister Subscription for Azure Arc for Servers,Unregisters the subscription for Microsoft.HybridCompute Resource Provider,FALSE
Microsoft.HybridCompute,locations/operationresults,Microsoft.HybridCompute/locations/operationresults/read,Read Operation Results,Reads the status of an operation on Microsoft.HybridCompute Resource Provider,FALSE
Microsoft.HybridCompute,locations/operationstatus,Microsoft.HybridCompute/locations/operationstatus/read,Read Operation Results,Reads the status of an operation on Microsoft.HybridCompute Resource Provider,FALSE
Microsoft.HybridCompute,locations/updateCenterOperationResults,Microsoft.HybridCompute/locations/updateCenterOperationResults/read,Read Update Center Operation Results,Reads the status of an update center operation on machines,FALSE
Microsoft.HybridCompute,operations,Microsoft.HybridCompute/operations/read,Read all Operations,Read all Operations for Azure Arc for Servers,FALSE
Microsoft.HybridCompute,machines,Microsoft.HybridCompute/machines/read,Read Azure Arc machines,Read any Azure Arc machines,FALSE
Microsoft.HybridCompute,machines,Microsoft.HybridCompute/machines/write,Write Azure Arc machines,Writes an Azure Arc machines,FALSE
Microsoft.HybridCompute,machines,Microsoft.HybridCompute/machines/delete,Delete Azure Arc machines,Deletes an Azure Arc machines,FALSE
Microsoft.HybridCompute,machines,Microsoft.HybridCompute/machines/assessPatches/action,Assess Azure Arc machines to get missing software patches,Assesses any Azure Arc machines to get missing software patches,FALSE
Microsoft.HybridCompute,machines,Microsoft.HybridCompute/machines/installPatches/action,Install patches on Azure Arc machines,Installs patches on any Azure Arc machines,FALSE
Microsoft.HybridCompute,machines/patchInstallationResults,Microsoft.HybridCompute/machines/patchInstallationResults/read,Read Azure Arc patchInstallationResults,Reads any Azure Arc patchInstallationResults,FALSE
Microsoft.HybridCompute,machines/patchInstallationResults/softwarePatches,Microsoft.HybridCompute/machines/patchInstallationResults/softwarePatches/read,Read Azure Arc patchInstallationResults/softwarePatches,Reads any Azure Arc patchInstallationResults/softwarePatches,FALSE
Microsoft.HybridCompute,machines/extensions,Microsoft.HybridCompute/machines/extensions/read,Read Azure Arc extensions,Reads any Azure Arc extensions,FALSE
Microsoft.HybridCompute,machines/extensions,Microsoft.HybridCompute/machines/extensions/write,Install or Update an Azure Arc extensions,Installs or Updates an Azure Arc extensions,FALSE
Microsoft.HybridCompute,machines/extensions,Microsoft.HybridCompute/machines/extensions/delete,Delete Azure Arc extensions,Deletes an Azure Arc extensions,FALSE
Microsoft.HybridCompute,machines/patchAssessmentResults,Microsoft.HybridCompute/machines/patchAssessmentResults/read,Read Azure Arc patchAssessmentResults,Reads any Azure Arc patchAssessmentResults,FALSE
Microsoft.HybridCompute,machines/patchAssessmentResults/softwarePatches,Microsoft.HybridCompute/machines/patchAssessmentResults/softwarePatches/read,Read Azure Arc patchAssessmentResults/softwarePatches,Reads any Azure Arc patchAssessmentResults/softwarePatches,FALSE
